fname,prediction,true_val
aipom/foo18.jpeg,aipom,aipom
alakazam/1000-7061962328.jpeg,aerodactyl,alakazam
alakazam/1031-9151272720.jpeg,arcanine,alakazam
alakazam/1035-7937090530.jpeg,aipom,alakazam
alakazam/1056-5849835340.jpeg,articuno,alakazam
alakazam/1062-8745297386.jpeg,alakazam,alakazam
alakazam/1076-8570605605.jpeg,articuno,alakazam
alakazam/1077-4846293778.jpeg,ampharos,alakazam
alakazam/1099-1620808408.jpeg,arcanine,alakazam
alakazam/1112-7078746680.png,ariados,alakazam
alakazam/1118-4108122277.jpeg,alakazam,alakazam
alakazam/920-6833713396.png,arcanine,alakazam
alakazam/931-6873778001.png,alakazam,alakazam
alakazam/956-3021990456.jpeg,aipom,alakazam
alakazam/960-2694340363.jpeg,arcanine,alakazam
alakazam/962-5099480633.jpeg,aerodactyl,alakazam
alakazam/963-5178274354.jpeg,articuno,alakazam
alakazam/973-8779204871.jpeg,aerodactyl,alakazam
alakazam/974-4124440255.jpeg,alakazam,alakazam
alakazam/foo10.jpeg,aerodactyl,alakazam
alakazam/foo212.jpeg,aipom,alakazam
alakazam/foo218.jpeg,alakazam,alakazam
alakazam/foo5.jpg,arcanine,alakazam
alakazam/foo8.jpg,alakazam,alakazam
ampharos/1174-2202497957.jpeg,ampharos,ampharos
ampharos/1184-1881276205.png,arbok,ampharos
ampharos/1185-5246231386.jpeg,aerodactyl,ampharos
ampharos/1230-1657265414.jpeg,ampharos,ampharos
ampharos/1231-1083799350.png,ampharos,ampharos
ampharos/1242-9664634939.png,ampharos,ampharos
ampharos/1247-1959740808.png,ampharos,ampharos
ampharos/1256-3145285474.png,ampharos,ampharos
ampharos/1260-6169529267.jpeg,aerodactyl,ampharos
ampharos/1267-8822467930.jpeg,ampharos,ampharos
ampharos/1277-3214623811.jpeg,aipom,ampharos
ampharos/1283-6366943215.jpeg,aipom,ampharos
ampharos/1353-6742653575.png,ampharos,ampharos
ampharos/1359-5113655166.jpeg,ampharos,ampharos
ampharos/foo2.jpg,ampharos,ampharos
ampharos/foo6.jpg,ampharos,ampharos
ampharos/foo9.jpg,ampharos,ampharos
ampharos/foo93.jpg,aipom,ampharos
arbok/1388-6797829841.jpeg,arbok,arbok
arbok/1405-6323899503.jpeg,arbok,arbok
arbok/1413-3351309878.png,arbok,arbok
arbok/1418-8164400474.jpeg,arbok,arbok
arbok/1428-5216845789.png,ampharos,arbok
arbok/1435-9029459638.png,aipom,arbok
arbok/1449-4122890273.jpeg,aipom,arbok
arbok/1450-2650813269.jpeg,aipom,arbok
arbok/1451-9879850634.png,arbok,arbok
arbok/1461-2551259164.jpeg,arbok,arbok
arbok/1477-2542261184.jpeg,arcanine,arbok
arbok/1479-9196759509.png,aipom,arbok
arbok/1481-7958212812.jpeg,aipom,arbok
arbok/1484-3677226883.png,aipom,arbok
arbok/1489-5005322603.jpeg,aipom,arbok
arbok/1500-6604716899.jpeg,aipom,arbok
arbok/1518-1780439881.png,aipom,arbok
arbok/1524-1118818965.jpeg,arbok,arbok
arbok/1533-8557716355.jpeg,arbok,arbok
arbok/1537-5644053937.jpeg,arbok,arbok
arbok/1542-7501328153.jpeg,aipom,arbok
arbok/1544-1433978852.png,aipom,arbok
arbok/1559-3265605154.jpeg,arbok,arbok
arbok/1564-5200596997.png,arbok,arbok
arbok/1568-8397767068.jpeg,arbok,arbok
arbok/1575-8974133816.jpeg,aipom,arbok
arbok/1580-9607407200.jpeg,aipom,arbok
arbok/1584-2653445443.jpeg,arcanine,arbok
arbok/1591-7222134783.jpeg,articuno,arbok
arbok/1596-5831443277.png,arbok,arbok
arcanine/1607-7510579623.png,arcanine,arcanine
arcanine/1612-7070481462.png,aerodactyl,arcanine
arcanine/1621-9447641440.jpeg,aerodactyl,arcanine
arcanine/1623-7291071677.png,arcanine,arcanine
arcanine/1629-2081851313.jpeg,aerodactyl,arcanine
arcanine/1646-5782610190.jpeg,ampharos,arcanine
arcanine/1647-3552511619.png,arcanine,arcanine
arcanine/1654-1065340850.jpeg,articuno,arcanine
arcanine/1658-3920956178.jpeg,arcanine,arcanine
arcanine/1660-4994017812.png,aipom,arcanine
arcanine/1661-4640938487.png,aipom,arcanine
arcanine/1662-5919666831.jpeg,arcanine,arcanine
arcanine/1664-7884820000.png,aipom,arcanine
arcanine/1680-8034205709.jpeg,arcanine,arcanine
arcanine/1689-5218285906.jpeg,ariados,arcanine
arcanine/1707-4817433995.jpeg,ampharos,arcanine
arcanine/1714-9206081098.jpeg,arcanine,arcanine
arcanine/1716-4788773315.jpeg,arbok,arcanine
arcanine/1732-5439691267.jpeg,arcanine,arcanine
arcanine/1742-7273143996.jpeg,arcanine,arcanine
arcanine/1748-7496739913.jpeg,aipom,arcanine
arcanine/1756-9534100354.jpeg,aipom,arcanine
arcanine/1772-3583766923.png,arcanine,arcanine
arcanine/1779-8155708087.jpeg,articuno,arcanine
arcanine/1796-2542939891.jpeg,alakazam,arcanine
arcanine/1798-1316101128.jpeg,arcanine,arcanine
arcanine/1799-4037483287.jpeg,arcanine,arcanine
arcanine/1800-4298464904.jpeg,aerodactyl,arcanine
arcanine/1801-5106783677.jpeg,articuno,arcanine
arcanine/1824-4683113129.jpeg,arcanine,arcanine
arcanine/1828-6443271536.png,ampharos,arcanine
arcanine/foo1.jpg,arcanine,arcanine
ariados/1835-4688056901.jpeg,aerodactyl,ariados
ariados/1836-6172413729.jpeg,aipom,ariados
ariados/1838-9202012379.jpeg,aerodactyl,ariados
ariados/1849-8842336642.png,aerodactyl,ariados
ariados/1868-7156106531.png,aerodactyl,ariados
ariados/1872-1187500170.jpeg,ariados,ariados
ariados/1891-2764444315.png,articuno,ariados
ariados/1902-2653071356.jpeg,arcanine,ariados
ariados/1942-8829792665.png,aipom,ariados
ariados/1952-9193823104.jpeg,aerodactyl,ariados
ariados/1953-2645380504.jpeg,aipom,ariados
ariados/1959-3300102490.png,ariados,ariados
ariados/1981-7496749423.png,arcanine,ariados
ariados/1985-4948471665.png,ariados,ariados
ariados/1991-1777606010.png,aerodactyl,ariados
ariados/2003-3510735157.png,aerodactyl,ariados
ariados/2035-5158359644.jpeg,ariados,ariados
ariados/2039-3431867516.jpeg,ariados,ariados
ariados/2059-7890530597.png,articuno,ariados
ariados/2060-5898858083.png,ariados,ariados
ariados/2064-6682545262.jpeg,aipom,ariados
ariados/foo11.jpg,ariados,ariados
ariados/foo26.jpg,ariados,ariados
ariados/foo44.jpg,ariados,ariados
ariados/foo49.jpg,ariados,ariados
articuno/2073-7809092541.jpeg,articuno,articuno
articuno/2085-7052761748.jpeg,articuno,articuno
articuno/2095-6921257459.jpeg,articuno,articuno
articuno/2096-6308378468.png,articuno,articuno
articuno/2102-1329622956.png,articuno,articuno
articuno/2107-8053345332.jpeg,articuno,articuno
articuno/2113-1248647607.jpeg,articuno,articuno
articuno/2114-6892333372.jpeg,aerodactyl,articuno
articuno/2125-7749020832.png,aerodactyl,articuno
articuno/2126-6858278053.png,articuno,articuno
articuno/2139-9272965198.png,aipom,articuno
articuno/2142-3378770136.png,aipom,articuno
articuno/2143-2355227677.jpeg,articuno,articuno
articuno/2151-4399190319.jpeg,articuno,articuno
articuno/2157-1665701945.jpeg,articuno,articuno
articuno/2164-3966760608.png,articuno,articuno
articuno/2165-4302966565.jpeg,aipom,articuno
articuno/2174-4540338442.jpeg,articuno,articuno
articuno/2176-5974052533.jpeg,articuno,articuno
articuno/2181-8410748754.png,articuno,articuno
articuno/2193-3946018185.png,articuno,articuno
articuno/2196-5459622128.jpeg,aerodactyl,articuno
articuno/2225-8392577088.jpeg,aerodactyl,articuno
articuno/2228-6870571712.png,articuno,articuno
articuno/2231-7810840201.jpeg,articuno,articuno
articuno/2235-3199000946.jpeg,articuno,articuno
articuno/2236-2271075971.jpeg,articuno,articuno
articuno/2244-9237590036.jpeg,aipom,articuno
articuno/2248-1457800987.jpeg,aipom,articuno
articuno/2256-2321257546.jpeg,articuno,articuno
articuno/2271-5636228793.jpeg,articuno,articuno
articuno/2277-5851728134.jpeg,articuno,articuno
articuno/2278-2389148786.jpeg,articuno,articuno
articuno/2288-6629601066.png,articuno,articuno
azumarill/2299-9733152769.jpeg,aipom,azumarill
azumarill/2304-9204876487.jpeg,aipom,azumarill
azumarill/2306-7645494912.jpeg,aipom,azumarill
azumarill/2322-5530381780.png,aipom,azumarill
azumarill/2330-1958535550.png,ampharos,azumarill
azumarill/2336-1911923830.jpeg,azumarill,azumarill
azumarill/2341-6394340057.jpeg,aipom,azumarill
azumarill/2344-2091443238.png,ampharos,azumarill
azumarill/2346-3184441527.png,arbok,azumarill
azumarill/2354-1695422158.jpeg,azumarill,azumarill
azumarill/2358-9993711638.png,aipom,azumarill
azumarill/2361-3424510412.jpeg,ampharos,azumarill
azumarill/2362-1256305669.png,ampharos,azumarill
azumarill/2366-2433009018.jpeg,aipom,azumarill
azumarill/2370-4294479571.jpeg,aipom,azumarill
azumarill/2372-4696431407.png,azumarill,azumarill
azumarill/2381-4791483123.png,azumarill,azumarill
azumarill/2386-8098817128.png,aipom,azumarill
azumarill/2390-6814193569.jpeg,aipom,azumarill
azumarill/2392-5736579775.jpeg,aipom,azumarill
azumarill/2395-9990891589.jpeg,ampharos,azumarill
azumarill/2405-8125189326.jpeg,azumarill,azumarill
azumarill/2410-6187829728.png,azumarill,azumarill
azumarill/2412-2279205325.jpeg,aipom,azumarill
azumarill/2418-7547370639.jpeg,aipom,azumarill
azumarill/2437-6117801568.jpeg,aipom,azumarill
azumarill/2451-8330388016.jpeg,azumarill,azumarill
azumarill/2463-6299384668.png,aipom,azumarill
azumarill/2467-6065322189.png,azumarill,azumarill
azumarill/2468-5911493502.png,azumarill,azumarill
azumarill/2475-4840849837.jpeg,azumarill,azumarill
azumarill/2487-9173097107.png,aipom,azumarill
azumarill/2495-4765204844.jpeg,aipom,azumarill
azumarill/2501-5072132000.jpeg,arbok,azumarill
azumarill/2503-8682756505.jpeg,aipom,azumarill
azumarill/2514-8865586985.jpeg,alakazam,azumarill
azumarill/2520-2969850156.png,aipom,azumarill
azumarill/foo7.jpg,aerodactyl,azumarill
